Date ,Company,Category,Aircraft,Location,Description,
4/16/15,"Pacific Aviation, LLC",Other-Security,frese,OR,Surveillance over private property. Still and video photography over the Jackson properties to provide birds-eye-view footage of what is occurring on the ground.,
4/16/15,"RKGmedia, LLC",Photo/Film,Seahawk 1.2,WA,Aerial images for commercial use.,
4/16/15,MSPhotography dba MSAerial,Photo/Film,DJI S1000,MA,Aerial photography for the media and advertising industries.,
4/16/15,"Voler, Inc.",Construction,"3D Robotics X8, 3D Robotics Solo, DJI Phantom 3, DJI Phantom 2",FL,Aerial imaging for safety and monitoring of controlled environment construction sites. (Amended 6/3/15),
4/16/15,RED Consultants LLC,Emergency Services,Aeryon SkyRanger,MD,"Market research, aerial surveys, mapping, testing, and inspections that consist of still photographs, video and other data.",
4/17/15,Jeffrey Galindo,"Education, Photo/Film",DJI PHANTOM 2 VISION +,NV,"Aerial videography/cinematography to enhance academic community awareness for those individuals/entities and companies unfamiliar with the geographical layout of the greater Las Vegas, NV, metropolitan area and to augment real estate research analysis and for-sale listing photographs and videos.",
4/17/15,Gregory Zonsius,Photo/Film,DJI Phantom 2 Vision +,IL,"Aerial photography, videography, and cinematography.",
4/17/15,Bruce Pogosaew,"Education, Photo/Film",3DR Plane and Bumblebee‰ÛÒS,AZ,"Aerial videography and cinematography to enhance academic community awareness for individuals and companies unfamiliar with the geographical layout of the metro Tucson and surrounding areas; augmentation of real estate listing videos; and the creation of visual and topography layout videos for Search and Rescue mission for state and local agencies, education, agricultural inspections and building and construction zone inspections.",
4/17/15,SkyPan International,Construction,Align T Rex 700E F3C,IL,"Inspections of unimproved or vacant properties for the construction industry, developers, and property owners.",
4/17/15,"Remote Pilot Systems, LLC",Utilities/Energy/Infrastructure,Aibotix X‰ÛÒ6,PA,"Aerial surveys and inspections in Pennsylvania over industrial mineral quarries for the purpose of stockpile volume determination, blasting survey, and inclined conveyor equipment inspection.",
4/17/15,"Natalie Contracting, LLC","Photo/Film, Infrastructure",DJI Phantom 2,IL,"Aerial videography and cinematography, jobsite pre-construction video documentation, infrastructure and railroad inspection, and post-job as-built video documentation throughout Illinois and Indiana.",
4/17/15,"New Heights Aerial Media, LLC","Photo/Film, Construction",Blade 350QX,OH,"Aerial surveying, event photography/videography, agriculture purposes, real estate photography, aerial filmmaking and photography, construction site inspections and monitoring.",
4/17/15,Union Pacific Railroad,Utilities/Energy/Infrastructure,AirCover QR-425s,NE,"Assessments when Union Pacific railroad engines, cars, tracks or other property are, or may be, involved in an incident, as well as for training, proficiency, and experience-building flights to ensure that the UAS crew is qualified and current for the Incident Assessment Flights.",
4/17/15,bizUAS Corp,"Photo/Film, Utilities/Energy/Infrastructure","G4 Eagle, DJI Phantom 2, Altavian Nova F6500, DJI Phantom 3, service-drone Recon One, and service-drone Blackbird",CO,"Videography, cinematography, photogrammetry, and industrial inspections and analysis. (Amended 7/21/2015)",
4/17/15,Stark Aerospace Inc.,"Manufacturer, Agriculture, Utilities/Energy/Infrastructure",Stark Aerospace ArrowLite,MS,"Agricultural 3-D mapping service operations, oil and gas exploration, and pipeline inspection.",
4/17/15,"Celestial Imaging, LLC",Photo/Film,DJI Inspire 1,ID,Aerial photography and videography.,
4/17/15,"The Barefoot Group, Inc.",Photo/Film,DJI Phantom 2 Vision+,FL,"Photo and video in the Marine and watercraft industry, real estate industry, surveying industry, construction industry, both profit and non-profit events, agricultural industry.",
4/17/15,"Sydor Aerial Photography, LLC",Construction,DJI Phantom 2 Vision+,IN,Flights over construction sites during all phases of development. This would also include preliminary property surveying. UAS flights will be used to capture aerial photos for the purpose of creating orthomosaics (image maps).,
4/17/15,"ADM Crop Risk Services, Inc.",Agriculture,"DJI Phantom 2 Vision+, Precision Hawk Lancaster Hawkeye Mk-III",IL,Operations to map crop acres and assess crop damage. (Amended 7/8/15),
4/17/15,"Topcon Positioning Systems, Inc.",Manufacturer,"Sirius Basic, Sirius Pro",CA,"Aerial surveying, product demonstration flights for potential customers, UAS product training for customers, and research and development.",
4/17/15,"Florida Aerials, LLC",Real Estate,"DJI Phantom 2, DJI Phantom 2 Vision+",FL,"Aaerial videography/cinematography to enhance academic community awareness for those unfamiliar with the geographical layout of the SE Florida area, and to augment real estate listing videos.",
4/17/15,Unmanned Sensing Systems LLC,Agriculture,US2 GreenHawk,NJ,"Precision aerial survey operations for the primary benefit of agricultural sensing and data gathering, aiding growers in planning and monitoring yields and providing a platform with which to develop techniques and applications to directly benefit the agricultural industry as a whole.",
4/17/15,"Building 10, LLC",Photo/Film,DJI S1000,TN,"Aerial photography and filming, including closed-set.",
4/17/15,David Ho,Real Estate,"DJI Phantom 2 Vision+, DJI Inspire I",IL,Aerial cinematography in video or still format to enhance real estate listings. (Amended 7/8/2015),
4/17/15,Photo-Flight Aerial Media,"Photo/Film, Real Estate",DJI Phantom 2 Vision+,CT,"Aerial photography, virtual tours, and real estate photographic services.",
4/17/15,"AeroLogix Consulting, Inc.",Manufacturer,AeroLogix GeoStar,MN,"Aerial survey to produce imagery and terrain modeling products useful in applications ranging from civil engineering, land and water resources management, environmental research, disaster response, agriculture, and many other useful applications.",
4/17/15,The Aerial Filming Company,Photo/Film,DJI S-1000,NJ,Aerial photography for scripted closed set filming.,
4/17/15,The Dobbins Company,Real Estate,"DJI Phantom 2, DJI Phantom 2 Vision",GA,"Real estate inspections. This would include residential, commercial and rural properties. Prospective customers and clients would include real estate agents and brokers, management companies, insurance companies & vendors, banks and private property owners.",
4/17/15,"Bowman Consulting Group, LTD","Utilities/Energy/Infrastructure, Construction",SenseFly eBee,VA,Topographic and feature mapping for the mining and construction industries.,
4/17/15,"Unmanned Experts, Inc.",Photo/Film,Aeryon SkyRanger,CO,Precision aerial surveying.,
4/17/15,Texas UAV Professionals,"Utilities/Energy/Infrastructure, Construction",TUP X8-800,TX,Inspections for utility and construction industries.,
4/17/15,Quad Productions of Chicago,"Photo/Film, Real Estate","DJI Phantom 2, DJI Inspire 1, DJI Phantom S1000+",IL,"Augment real estate listing videos, provide aerial imaging for independent movie studios, private clients (mostly property owners), governments of villages (marketing and PR material for villages around City of Chicago), historical associations in Illinois and neighboring states for Historical Landmark movie productions for conducting aerial videography and cinematography to enhance academic community awareness for those individuals and companies unfamiliar with the geographical layout of the metro Chicago area.",
4/17/15,Shanon Kern,Photo/Film,"DJI Phantom, DJI F550",CA,"Aerial photography, videography, and cinematography.",
4/17/15,"Vine Rangers, Inc.",Agriculture,"3D Robotics RTF X8, 3D Robotics Aero-M",CA,"Leverage the latest UAS technologies and analytics infrastructure to help improve the quality, consistency and yield of specialty crops, particularly, wine grapes.",
4/17/15,Mark Sobczyk,Real Estate,DJI Phantom 2,CA,Aerial imaging and video of Louisville landmarks and homes for sale.,
4/21/15,"Straw Investment Group, LLC",Photo/Film,DJI Phantom 2,TX,Aerial videography and to augment real estate listing videos in various metropolitan areas.,
4/21/15,"GPS Development, LLC dba SkyViewHD",Real Estate,"DJI Phantom 2, DJI Phantom 2 Vision +, DJI Phantom 3, DJI S1000, BirdsEyeView Firefly 6",FL,Aerial videography and photography for real estate services. (Amended 7/10/2015),
4/21/15,"Ventus Wind, LLC",Utilities/Energy/Infrastructure,"DJI Phantom 2, DJI Phantom 2 Vision+, DJI Inspire 1, DJI Spreading Wings S-1000",TX,Aerial inspections for power generation customers and to expand to support the growth of new customers in the onshore and offshore regions.,
4/21/15,Cirrus Exploration Company,"Education, Utilities/Energy/Infrastructure","DJI Phantom 2 Vision+, DJI Inspire 1",TX,"Flight instruction, commercial aerial work flight operations, student instruction, aerial photography and survey, and power line or pipeline patrol.",
4/21/15,"Owlcam, LLC",Photo/Film,DJI Phantom 2,HI,Aerial photography and videography for real estate in rural areas in rural areas in the state of Hawai‰Ûªi.,
4/21/15,"Colorado Cartographics, LLC",Utilities/Energy/Infrastructure,"DJI F550 Flamewheel, Tarot T810",CO,"Geospatial, surveying, and geosciences services for industries for regulatory compliance, public safety, and asset management.",
4/21/15,Thomas Ryan Drake,"Photo/Film, Real Estate",DJI Phantom 2 Vision+,CA,"Video filming and photography by air for public and private use and to inspect land for residential, commercial, and industrial structures and property.",
4/21/15,"Xcam Aerials, Inc.",Photo/Film,"ACS XX8L, Ronin Octo ‰ÛÒ MaryKate, Ronin Octo ‰ÛÒ Ashley, X8, DJI Spreading Wings S800, DJI Inspire 1, DJI Phantom 2, DJI S‰ÛÒ1000",FL,Aerial photography for the motion picture and television industry for scripted closed set filming.,
4/21/15,Contend Corporation,Photo/Film,DJI Spreading Wings S900,,"Closed set motion picture filming, cinematography, and videography. (Amended 7/8/2015)",
4/21/15,"Droneview, LLC","Photo/Film, Real Estate","DJI Phantom 2 Vision+, DJI Phantom 3 Professional",TX,"Aerial cinematography and photography on rural ranch sites, rural RV resorts, enhancing real estate listings and other such tasks for business in the greater San Antonio Texas area. (Amended 7/8/2015)",
4/21/15,"JB Aerial, LLC",Utilities/Energy/Infrastructure,"DJI Phantom 2, DJI S-900",FL,"Elevated photographic and remote sensing operations for businessed looking to improve reliability and power delivery with their awareness of structures on their respective properties through data collection by photographic, video graphic based inspections.",
4/21/15,AirCam Photography,"Photo/Film, Real Estate","DJI Phantom 2, DJI S900, DJI Inspire 1",CA,"Professional marketing, field management, inspections, real estate, construction, and events in and around the Monterey Bay area.",
4/21/15,HeliTek NW,"Photo/Film, Real Estate",DJI Inspire 1,OR,"Aerial videography and cinematography to enhance academic community awareness for those individuals and companies unfamiliar with the geographical layout of the metro Portland area. Augmented real estate listing videos, construction tracking photos and TV commercial videos.",
4/21/15,"Aerial Video and Imagery, LLC","Photo/Film, Real Estate, Agriculture","DJI Phantom 2 Vision+, DJI Phantom 2, DJI S-900",VA,"Private property mapping and surveys for marketing/advertising, land development, insurance claims, forestry, agriculture, golf course planning, construction, real estate, inspections, land appraisal, wildlife management, resort/recreation, vineyard and winery.",
4/21/15,Consumers Energy Company,Utilities/Energy/Infrastructure,DJI S-1000,MI,"Research and development for public and worker safety; power restoration following storms; and new methods to effectively inspect power lines, electrical facilities, and vegetation, and rights of way.",
4/21/15,Craig Byrom,"Photo/Film, Emergency Services",DJI S-1000,TX,"Mapping of farm and ranch land for property owners to better understand their land and what areas need more attention.  Services to law enforcement in small towns for search and rescue, given that typically they do not have the budget to own or have a UAS on hand to do search and rescue. ",
4/21/15,"Aerial Intelligence HD, LLC","Agriculture, Utilities/Energy/Infrastructure",Turbo Ace Cinewing 6HL,IA,"Aerial surveying of remote or difficult-to-access facilities such as rural farms with low population density, silos/stacks, grain elevators, pipelines, power lines and cell towers, bridges, wind turbines.  May use UAS operations in support of emergency response activities on behalf of The Department of Agriculture, The Department of the Interior's Bureau of Safety and Environmental Enforcement, and any other federal or state government agency which may require its services and personnel. ",
4/21/15,"Surveying and Mapping, LLC",Utilities/Energy/Infrastructure,"Allied Drones HornetCam, 3DRobotics Aero-M, 3D Robotics Iris+, and Trimble UX5",TX,Aerial land surveying and geospatial services. (Amended 7/21/2015),
4/22/15,"Dave Marshall ‰ÛÒ Elk Ridge Ranch, LLC",Photo/Film,Phantom 2 Vision Plus,IN,Aerial videography and cinematography to enhance local tourism in the southern Indiana region,
4/22/15,"Launchit Technologies, LLC",Utilities/Energy/Infrastructure,Air Rover AR‰ÛÒ300,NJ,"Aerial imaging of structures, equipment condition, safety and monitoring of telecommunication/cellular towers.",
4/22/15,"ArrowData, LLC",Photo/Film,CineStar 8 Okto XL,NV,"Electronic news gathering in Las Vegas, Nevada during active news, traffic and weather events.",
4/22/15,UAV-IQ LLC,Agriculture,SenseFly eBee,CA,Precision photogrammetry and crop scouting at the resolutions necessary for precision agriculture.,
4/22/15,Stringer News Service,Photo/Film,DJI Phantom 2 Vision+,NY,"Aerial photography/videography for the television, print and online news industry in Long Island.",
4/22/15,Bryan Cherry,"Photo/Film, Agriculture",DJI Phantom 2 Vision+,KY,"Conduct aerial video and data gathering. The following were added in ammendment: Lockheed Martin Desert Hawk III, DJI Phantom Vision +, Precision Lancaster MK3, Aeromao Talon, Aeromao Aeromapper 300, Aeromao Aeromapper EV-2, DJI Inspire. ""Energies has a proven track record of providing quick-turn solutions, support, and training for manned and unmanned aviation; command, control, communication & intelligence, missile sensor programs, helicopter prototype integration; Air and Missile Defense systems; and tactical operation centers""",
4/22/15,Just 1 UAV,Education,DJI Phantom 2 Vision+,AZ,"Conduct flight training, agriculture, education, real estate photography, and videography, film and movie production, and demonstration flightS",
4/23/15,"Strawberry Productions, LLC dba Flying Berry Productions",Photo/Film,DJI Phantom 2,FL,"Aerial inspections of its electric and gas facilities including emergency response damage assessments.The following UAS were added as an ammendment to the initial exemption: InstantEye Mk-2 Gen 3, Pulse Aerospace Vapor 35, Vapor 55, PrecisionHawk Lancaster Hawkeye.",
4/23/15,Wade Bell,"Photo/Film, Agriculture",DJI Phantom 2 Vision+,FL,Conduct precision aerial surveys that consist of still photographs taken by an onboard camera.,
